0.20140116 0.30404222 0.7361721
0.11718153 0.29651672 0.67271936
0.08841805 0.29373306 0.63755023
0.07309189 0.2918027 0.6164442
0.06332369 0.2896551 0.59930426
0.056456894 0.286968 0.5820662
0.05132304 0.2836035 0.56319994
0.047323957 0.27946484 0.5420666
0.044122417 0.27447373 0.51842546
0.041515727 0.26857674 0.492359
0.039376568 0.26175517 0.46430025
0.037621427 0.25402856 0.4350223
0.03619142 0.24544668 0.40552282
0.035039697 0.23607993 0.37681693
0.034123663 0.22601509 0.3497251
0.033401456 0.21536177 0.32475573
0.03283214 0.2042616 0.30210957
0.032377966 0.19288892 0.2817655
0.032006696 0.18143737 0.2635839
0.031692903 0.1700992 0.24738565
0.031417955 0.15904486 0.23299266
0.03116907 0.14840823 0.22024156
0.030938009 0.13828284 0.20898233
0.030719753 0.12872308 0.19907561
0.030511534 0.119751334 0.19039056
0.030311903 0.11136609 0.18280414
0.03012025 0.10354978 0.17620146
0.029936371 0.09627527 0.1704759
0.029760275 0.08951056 0.16552897
0.029591989 0.08322245 0.16126978
0.029431554 0.07737863 0.15761477
0.029278899 0.07194853 0.15448642
0.029133938 0.066904366 0.15181279
0.02899644 0.062220633 0.14952697
0.028866114 0.057873964 0.14756604
0.028742533 0.053842902 0.14587083
0.02862515 0.050106645 0.14438556
0.028513247 0.046645284 0.14305875
0.028406052 0.04343939 0.14184327
0.028302664 0.040470183 0.14069787
0.028202128 0.03771943 0.13958721
0.028103422 0.035170138 0.13848309
0.028005576 0.032806993 0.13736384
0.02790772 0.030616105 0.13621432
0.027809028 0.028584957 0.13502465
0.027708808 0.026702464 0.13378966
0.027606517 0.02495867 0.13250782
0.027501728 0.023344636 0.13118003
0.02739411 0.021851659 0.12980933
0.027283473 0.02047193 0.1284
0.027169742 0.019197464 0.12695734
0.027052883 0.018021166 0.12548712
0.026932947 0.016935766 0.12399516
0.02681004 0.015934408 0.12248735
0.026684316 0.0150107145 0.120969325
0.026555974 0.014158487 0.119446576
0.026425207 0.013371766 0.117923975
0.026292259 0.012645304 0.11640619
0.026157347 0.011973798 0.1148972
0.026020715 0.011352837 0.1134006
0.025882611 0.010777831 0.11191945
0.025743255 0.010245025 0.11045646
0.025602885 0.009750664 0.10901376
0.025461704 0.00929153 0.107593365
0.02531993 0.008864641 0.10619664
0.025177747 0.008467138 0.10482479
0.025035353 0.008096635 0.10347869
0.024892882 0.007750869 0.10215904
0.02475054 0.007427752 0.100866236
0.024608446 0.0071253777 0.099600494
0.024466727 0.006842196 0.098361984
0.024325497 0.0065766573 0.09715063
0.02418489 0.0063272715 0.09596625
0.024044985 0.0060928464 0.094808534
0.023905892 0.0058722496 0.09367726
0.02376765 0.005664408 0.092572056
0.023630366 0.0054683685 0.091492444
0.023494078 0.005283177 0.09043779
0.023358872 0.0051082373 0.08940775
0.023224773 0.0049426556 0.08840168
0.023091828 0.004785776 0.0874191
0.022960078 0.004637122 0.08645938
0.022829544 0.004496038 0.085522056
0.022700254 0.0043619275 0.08460632
0.022572253 0.0042345524 0.083711855
0.02244552 0.004113376 0.08283786
0.022320108 0.0039979815 0.08198392
0.022196008 0.0038878322 0.08114947
0.022073224 0.003782928 0.08033379
0.021951765 0.0036827326 0.079536535
0.021831635 0.003586948 0.07875706
0.02171284 0.0034953356 0.07799492
0.02159535 0.003407836 0.07724956
0.021479193 0.0033239126 0.076520555
0.021364361 0.0032436252 0.07580733
0.021250838 0.0031664968 0.075109474
0.021138627 0.003092587 0.07442653
0.021027707 0.003021717 0.07375799
0.020918068 0.0029534698 0.0731036
0.020809706 0.0028879642 0.072462745
0.020702612 0.0028250217 0.071835175
0.020596767 0.0027642846 0.07122052
0.020492168 0.0027059913 0.070618294
0.020388791 0.0026496649 0.070028216
0.020286633 0.0025954843 0.06944986
0.020185659 0.0025431514 0.068883
0.020085877 0.0024927258 0.06832723
0.019987257 0.002444148 0.067782305
0.019889789 0.0023970008 0.06724783
0.01979347 0.002351582 0.06672355
0.019698266 0.0023076534 0.0662092
0.01960419 0.002265215 0.065704465
0.019511204 0.002224028 0.06520915
0.019419275 0.0021842718 0.0647229
0.019328421 0.0021457076 0.06424557
0.019238604 0.002108276 0.06377694
0.019149838 0.002072215 0.06331665
0.019062078 0.0020370483 0.062864535
0.018975332 0.002003014 0.0624204
0.018889569 0.001969993 0.061983977
0.01880478 0.0019379258 0.061555136
0.018720949 0.0019068122 0.061133716
0.018638065 0.0018766522 0.060719397
0.018556105 0.0018473268 0.06031207
0.01847507 0.0018186569 0.059911534
0.01839494 0.0017910004 0.059517637
0.018315692 0.0017639399 0.059130285
0.018237328 0.0017376542 0.05874915
0.018159818 0.0017121434 0.058374234
0.018083153 0.0016872883 0.058005285
0.018007332 0.0016630888 0.05764223
0.017932327 0.0016394258 0.057284817
0.017858136 0.0016163588 0.056933027
0.017784754 0.001594007 0.056586687
0.017712157 0.0015721321 0.05624562
0.017640322 0.0015507936 0.055909824
0.017569253 0.0015301108 0.0555791
0.017498937 0.0015097857 0.055253297
0.017429357 0.0014899373 0.054932352
0.017360503 0.001470685 0.054616105
0.01729238 0.0014517903 0.054304544
0.017224945 0.0014333129 0.053997476
0.017158212 0.0014153719 0.053694844
0.017092166 0.0013977885 0.05339651
0.017026784 0.0013805628 0.053102426
0.016962077 0.0013638139 0.052812483
0.016898017 0.0013474226 0.052526575
0.016834604 0.0013313293 0.052244596
0.016771825 0.0013156533 0.051966537
0.01670967 0.0013003349 0.05169225
0.016648138 0.0012851954 0.051421676
0.016587203 0.001270473 0.05115474
0.016526882 0.0012560487 0.05089136
0.016467141 0.0012420416 0.050631497
0.01640798 0.0012281537 0.050374966
0.016349396 0.001214683 0.050121862
